,open,high,low,close
2024-02-25 22:00:00+00:00,150.414,150.414,150.414,150.414
2024-02-25 22:05:00+00:00,150.343,150.343,150.343,150.343
2024-02-25 22:30:00+00:00,150.386,150.386,150.386,150.386
2024-02-25 22:40:00+00:00,150.434,150.435,150.427,150.427
2024-02-25 22:45:00+00:00,150.432,150.444,150.432,150.436
2024-02-25 22:50:00+00:00,150.437,150.443,150.42,150.42
2024-02-25 22:55:00+00:00,150.424,150.439,150.32,150.419
2024-02-25 23:00:00+00:00,150.434,150.561,150.434,150.54
2024-02-25 23:05:00+00:00,150.544,150.545,150.475,150.494
2024-02-25 23:10:00+00:00,150.498,150.513,150.494,150.511
2024-02-25 23:15:00+00:00,150.504,150.524,150.483,150.489
2024-02-25 23:20:00+00:00,150.487,150.491,150.466,150.466
2024-02-25 23:25:00+00:00,150.462,150.522,150.453,150.498
2024-02-25 23:30:00+00:00,150.5,150.535,150.493,150.511
2024-02-25 23:35:00+00:00,150.513,150.522,150.488,150.489
2024-02-25 23:40:00+00:00,150.49,150.499,150.476,150.486
2024-02-25 23:45:00+00:00,150.487,150.511,150.478,150.51
2024-02-25 23:50:00+00:00,150.511,150.511,150.488,150.502
2024-02-25 23:55:00+00:00,150.499,150.505,150.487,150.497
2024-02-26 00:00:00+00:00,150.49,150.49,150.409,150.422
2024-02-26 00:05:00+00:00,150.424,150.455,150.42,150.429
2024-02-26 00:10:00+00:00,150.429,150.444,150.426,150.432
2024-02-26 00:15:00+00:00,150.433,150.433,150.383,150.393
2024-02-26 00:20:00+00:00,150.39,150.424,150.39,150.407
2024-02-26 00:25:00+00:00,150.409,150.438,150.405,150.425
2024-02-26 00:30:00+00:00,150.431,150.45,150.427,150.431
2024-02-26 00:35:00+00:00,150.431,150.457,150.42,150.433
2024-02-26 00:40:00+00:00,150.432,150.441,150.398,150.412
2024-02-26 00:45:00+00:00,150.409,150.413,150.365,150.38
2024-02-26 00:50:00+00:00,150.38,150.38,150.294,150.302
2024-02-26 00:55:00+00:00,150.308,150.364,150.306,150.362
2024-02-26 01:00:00+00:00,150.362,150.386,150.347,150.382
2024-02-26 01:05:00+00:00,150.383,150.384,150.338,150.341
2024-02-26 01:10:00+00:00,150.342,150.357,150.324,150.341
2024-02-26 01:15:00+00:00,150.348,150.365,150.328,150.348
2024-02-26 01:20:00+00:00,150.348,150.352,150.294,150.319
2024-02-26 01:25:00+00:00,150.317,150.345,150.288,150.337
2024-02-26 01:30:00+00:00,150.338,150.375,150.338,150.345
2024-02-26 01:35:00+00:00,150.346,150.369,150.332,150.342
2024-02-26 01:40:00+00:00,150.341,150.355,150.332,150.345
2024-02-26 01:45:00+00:00,150.338,150.379,150.333,150.366
2024-02-26 01:50:00+00:00,150.367,150.412,150.363,150.411
2024-02-26 01:55:00+00:00,150.406,150.43,150.405,150.42
2024-02-26 02:00:00+00:00,150.421,150.471,150.42,150.467
2024-02-26 02:05:00+00:00,150.465,150.479,150.445,150.448
2024-02-26 02:10:00+00:00,150.449,150.461,150.421,150.443
2024-02-26 02:15:00+00:00,150.442,150.448,150.428,150.443
2024-02-26 02:20:00+00:00,150.442,150.459,150.436,150.444
2024-02-26 02:25:00+00:00,150.446,150.462,150.436,150.451
2024-02-26 02:30:00+00:00,150.452,150.47,150.444,150.452
2024-02-26 02:35:00+00:00,150.449,150.477,150.447,150.475
2024-02-26 02:40:00+00:00,150.471,150.484,150.459,150.477
2024-02-26 02:45:00+00:00,150.476,150.489,150.29,150.483
2024-02-26 02:50:00+00:00,150.484,150.485,150.455,150.478
2024-02-26 02:55:00+00:00,150.479,150.491,150.471,150.49
2024-02-26 03:00:00+00:00,150.489,150.494,150.476,150.479
2024-02-26 03:05:00+00:00,150.481,150.487,150.466,150.484
2024-02-26 03:10:00+00:00,150.483,150.497,150.472,150.49
2024-02-26 03:15:00+00:00,150.492,150.493,150.471,150.48
2024-02-26 03:20:00+00:00,150.484,150.484,150.473,150.482
2024-02-26 03:25:00+00:00,150.48,150.484,150.451,150.455
2024-02-26 03:30:00+00:00,150.456,150.48,150.452,150.478
2024-02-26 03:35:00+00:00,150.477,150.485,150.464,150.482
2024-02-26 03:40:00+00:00,150.483,150.486,150.473,150.482
2024-02-26 03:45:00+00:00,150.483,150.485,150.461,150.471
2024-02-26 03:50:00+00:00,150.47,150.486,150.464,150.482
2024-02-26 03:55:00+00:00,150.479,150.49,150.471,150.474
2024-02-26 04:00:00+00:00,150.473,150.483,150.464,150.468
2024-02-26 04:05:00+00:00,150.467,150.468,150.443,150.461
2024-02-26 04:10:00+00:00,150.462,150.476,150.45,150.457
2024-02-26 04:15:00+00:00,150.456,150.457,150.437,150.44
2024-02-26 04:20:00+00:00,150.448,150.464,150.441,150.448
2024-02-26 04:25:00+00:00,150.45,150.455,150.441,150.452
2024-02-26 04:30:00+00:00,150.45,150.494,150.45,150.49
2024-02-26 04:35:00+00:00,150.488,150.5,150.476,150.486
2024-02-26 04:40:00+00:00,150.487,150.517,150.482,150.51
2024-02-26 04:45:00+00:00,150.514,150.517,150.495,150.496
2024-02-26 04:50:00+00:00,150.495,150.51,150.485,150.503
