,strat_id,instrument,open_time,open_price,close_time,close_price,dir,size,PnL,account_balance(t)
CBZHID,1,C:USDJPY,2022-05-27 00:40:00+00:00,126.94282634999999,2022-05-27 21:00:00+00:00,127.09817737499999,-1,4.775549188156652,-0.7418864613180616,99.25811353868194
DSOCPY,1,C:USDJPY,2022-05-31 00:15:00+00:00,128.05020117499998,2022-06-01 01:10:00+00:00,129.0,1,4.722079616493012,4.48502567130159,103.74313920998353
