,strat_id,instrument,open_time,open_price,close_time,close_price,dir,size,PnL
A74B3X,2,C:USDJPY,2022-07-21 14:55:00+00:00,137.83510790000003,2022-07-22 11:40:00+00:00,137,-1,1,0.8351079000000254
SEX40X,2,C:USDJPY,2022-07-21 15:20:00+00:00,138.0169005,2022-07-22 11:40:00+00:00,137,1,1,-1.0169004999999913
FJX7XF,2,C:USDJPY,2022-07-21 15:40:00+00:00,137.95810175,2022-07-22 11:40:00+00:00,137,-1,1,0.9581017499999973
TY3H8Q,2,C:USDJPY,2022-07-22 11:45:00+00:00,136.9031545,2022-07-22 13:55:00+00:00,136,-1,1,0.9031544999999994
YAM82S,2,C:USDJPY,2022-07-22 14:00:00+00:00,135.7312131,2022-07-27 00:50:00+00:00,137,-1,1,-1.2687869000000092
F7QBD8,2,C:USDJPY,2022-07-22 14:35:00+00:00,135.95620184999999,2022-07-27 00:50:00+00:00,137,-1,1,-1.0437981500000149
5KE35V,2,C:USDJPY,2022-07-22 14:45:00+00:00,135.85920670000002,2022-07-27 00:50:00+00:00,137,-1,1,-1.1407932999999844
AIQAPH,2,C:USDJPY,2022-07-22 17:00:00+00:00,135.91620385000002,2022-07-27 00:50:00+00:00,137,-1,1,-1.0837961499999835
1YMBJ3,2,C:USDJPY,2022-07-22 19:55:00+00:00,135.9872003,2022-07-27 00:50:00+00:00,137,-1,1,-1.012799699999988
TN45K0,2,C:USDJPY,2022-07-22 20:55:00+00:00,136.04319750000002,2022-07-27 00:50:00+00:00,137,-1,1,-0.9568024999999807
YUUOOC,2,C:USDJPY,2022-07-25 02:15:00+00:00,135.95020215,2022-07-27 00:50:00+00:00,137,-1,1,-1.0497978500000045
MDY952,2,C:USDJPY,2022-07-22 14:25:00+00:00,136.06880310000003,2022-07-27 00:55:00+00:00,137,1,1,0.9311968999999749
KQR696,2,C:USDJPY,2022-07-22 14:50:00+00:00,136.06580295,2022-07-27 00:55:00+00:00,137,1,1,0.9341970499999945
D3LGN0,2,C:USDJPY,2022-07-22 17:35:00+00:00,136.00379985000004,2022-07-27 00:55:00+00:00,137,1,1,0.9962001499999644
3CRWUF,2,C:USDJPY,2022-07-22 17:40:00+00:00,136.01580045,2022-07-27 00:55:00+00:00,137,1,1,0.9841995499999996
9ZOAXK,2,C:USDJPY,2022-07-22 20:00:00+00:00,136.03980165000002,2022-07-27 00:55:00+00:00,137,1,1,0.9601983499999847
CCU07P,2,C:USDJPY,2022-07-25 02:25:00+00:00,136.07180325000002,2022-07-27 00:55:00+00:00,137,1,1,0.9281967499999837
ZWGEKO,2,C:USDJPY,2022-07-27 00:55:00+00:00,137.09085420000002,2022-07-28 01:00:00+00:00,136,1,1,-1.0908542000000239
47RE7B,2,C:USDJPY,2022-07-27 01:45:00+00:00,136.9491522,2022-07-28 01:00:00+00:00,136,-1,1,0.9491521999999861
BH6757,2,C:USDJPY,2022-07-27 01:55:00+00:00,137.0108502,2022-07-28 01:00:00+00:00,136,1,1,-1.010850199999993
IFLUE3,2,C:USDJPY,2022-07-27 02:35:00+00:00,136.97415095,2022-07-28 01:00:00+00:00,136,-1,1,0.974150949999995
VZZMXJ,2,C:USDJPY,2022-07-27 02:40:00+00:00,137.00885010000002,2022-07-28 01:00:00+00:00,136,1,1,-1.0088501000000178
L49H1M,2,C:USDJPY,2022-07-27 03:00:00+00:00,136.95415195,2022-07-28 01:00:00+00:00,136,-1,1,0.9541519500000106
9M6IB1,2,C:USDJPY,2022-07-27 04:30:00+00:00,137.02185075,2022-07-28 01:00:00+00:00,136,1,1,-1.0218507499999987
J8TXCR,2,C:USDJPY,2022-07-27 04:35:00+00:00,136.9691512,2022-07-28 01:00:00+00:00,136,-1,1,0.9691511999999989
L4Z7QR,2,C:USDJPY,2022-07-27 04:45:00+00:00,137.0168505,2022-07-28 01:00:00+00:00,136,1,1,-1.0168505000000039
VYF7ES,2,C:USDJPY,2022-07-27 05:05:00+00:00,136.9611516,2022-07-28 01:00:00+00:00,136,-1,1,0.9611515999999938
73CB0L,2,C:USDJPY,2022-07-27 06:50:00+00:00,137.04985215000002,2022-07-28 01:00:00+00:00,136,1,1,-1.0498521500000209
7TGRT3,2,C:USDJPY,2022-07-27 07:00:00+00:00,136.9231535,2022-07-28 01:00:00+00:00,136,-1,1,0.9231535000000122
51XGVM,2,C:USDJPY,2022-07-27 07:25:00+00:00,137.02185075,2022-07-28 01:00:00+00:00,136,1,1,-1.0218507499999987
YX4JQM,2,C:USDJPY,2022-07-27 07:30:00+00:00,136.9631515,2022-07-28 01:00:00+00:00,136,-1,1,0.9631515000000093
3RNIN2,2,C:USDJPY,2022-07-27 07:35:00+00:00,137.01285030000003,2022-07-28 01:00:00+00:00,136,1,1,-1.012850300000025
OFMOOC,2,C:USDJPY,2022-07-27 07:45:00+00:00,136.96815125,2022-07-28 01:00:00+00:00,136,-1,1,0.9681512500000053
TROVD7,2,C:USDJPY,2022-07-27 14:10:00+00:00,137.01285030000003,2022-07-28 01:00:00+00:00,136,1,1,-1.012850300000025
DPX89G,2,C:USDJPY,2022-07-27 14:15:00+00:00,136.98815025000002,2022-07-28 01:00:00+00:00,136,-1,1,0.9881502500000181
9V5KDN,2,C:USDJPY,2022-07-27 14:20:00+00:00,137.05785255,2022-07-28 01:00:00+00:00,136,1,1,-1.0578525500000069
HGQJOQ,2,C:USDJPY,2022-07-27 18:15:00+00:00,136.99015015,2022-07-28 01:00:00+00:00,136,-1,1,0.9901501500000052
0XYFMX,2,C:USDJPY,2022-07-27 18:20:00+00:00,137.04185175,2022-07-28 01:00:00+00:00,136,1,1,-1.0418517500000064
53Y8N4,2,C:USDJPY,2022-07-27 18:25:00+00:00,136.98215055,2022-07-28 01:00:00+00:00,136,-1,1,0.9821505500000001
7EYWQ3,2,C:USDJPY,2022-07-27 18:30:00+00:00,137.32286580000002,2022-07-28 01:00:00+00:00,136,1,1,-1.3228658000000166
DT5NBH,2,C:USDJPY,2022-07-27 18:40:00+00:00,136.63316799999998,2022-07-28 01:00:00+00:00,136,-1,1,0.6331679999999835
S7XT7P,2,C:USDJPY,2022-07-28 01:00:00+00:00,135.893205,2022-07-28 12:40:00+00:00,135,-1,1,0.8932049999999947
3HZ7MU,2,C:USDJPY,2022-07-28 12:40:00+00:00,134.8872553,2022-07-29 03:10:00+00:00,134,-1,1,0.8872552999999925
EHFS5Q,2,C:USDJPY,2022-07-29 03:10:00+00:00,133.76031165,2022-07-29 03:55:00+00:00,133,-1,1,0.7603116500000056
L9HCTG,2,C:USDJPY,2022-07-29 05:20:00+00:00,132.8633565,2022-07-29 12:30:00+00:00,134,-1,1,-1.136643499999991
3UV7NM,2,C:USDJPY,2022-07-29 05:30:00+00:00,133.01565045,2022-07-29 12:30:00+00:00,134,1,1,0.9843495499999904
JLO0MT,2,C:USDJPY,2022-07-29 05:35:00+00:00,132.94435245,2022-07-29 12:30:00+00:00,134,-1,1,-1.0556475500000033
SDVVRZ,2,C:USDJPY,2022-07-29 05:45:00+00:00,133.03365135,2022-07-29 12:30:00+00:00,134,1,1,0.9663486499999863
7L4AWE,2,C:USDJPY,2022-07-29 05:50:00+00:00,132.9393527,2022-07-29 12:30:00+00:00,134,-1,1,-1.0606472999999994
BXYZ4O,2,C:USDJPY,2022-07-29 05:55:00+00:00,133.03065120000002,2022-07-29 12:30:00+00:00,134,1,1,0.9693487999999775
HN9DHR,2,C:USDJPY,2022-07-29 06:00:00+00:00,132.9673513,2022-07-29 12:30:00+00:00,134,-1,1,-1.03264870000001
8J8Q43,2,C:USDJPY,2022-07-29 06:10:00+00:00,132.96835124999998,2022-07-29 12:30:00+00:00,134,-1,1,-1.0316487500000164
QOYJLP,2,C:USDJPY,2022-07-29 08:50:00+00:00,133.04965215000001,2022-07-29 12:30:00+00:00,134,1,1,0.9503478499999858
ZYBQ29,2,C:USDJPY,2022-07-29 08:55:00+00:00,132.97835075,2022-07-29 12:30:00+00:00,134,-1,1,-1.0216492499999958
9ENC01,2,C:USDJPY,2022-07-29 09:00:00+00:00,133.10365485000003,2022-07-29 12:30:00+00:00,134,1,1,0.8963451499999735
2NA6S3,2,C:USDJPY,2022-07-29 12:30:00+00:00,134.15170725000002,2022-08-01 00:15:00+00:00,133,1,1,-1.1517072500000154
Q53RWJ,2,C:USDJPY,2022-07-29 12:35:00+00:00,133.97930069999998,2022-08-01 00:15:00+00:00,133,-1,1,0.9793006999999818
9X7QHL,2,C:USDJPY,2022-07-29 12:55:00+00:00,134.0707032,2022-08-01 00:15:00+00:00,133,1,1,-1.070703199999997
X1RRUM,2,C:USDJPY,2022-07-29 14:05:00+00:00,133.97030115,2022-08-01 00:15:00+00:00,133,-1,1,0.9703011500000116
8OHU6S,2,C:USDJPY,2022-07-29 14:15:00+00:00,134.02170075,2022-08-01 00:15:00+00:00,133,1,1,-1.021700750000008
1EI2UF,2,C:USDJPY,2022-07-29 14:35:00+00:00,133.85630685,2022-08-01 00:15:00+00:00,133,-1,1,0.85630685000001
4KDRE7,2,C:USDJPY,2022-08-01 00:20:00+00:00,132.8633565,2022-08-01 09:45:00+00:00,132,-1,1,0.863356500000009
V23YDC,2,C:USDJPY,2022-08-01 00:30:00+00:00,133.06065270000002,2022-08-01 09:45:00+00:00,132,1,1,-1.0606527000000199
KFVZ9S,2,C:USDJPY,2022-08-01 00:35:00+00:00,132.8813556,2022-08-01 09:45:00+00:00,132,-1,1,0.8813556000000062
XYFFTR,2,C:USDJPY,2022-08-01 09:45:00+00:00,131.96840125,2022-08-02 00:15:00+00:00,131,-1,1,0.9684012499999994
1CSZNO,2,C:USDJPY,2022-08-01 09:50:00+00:00,132.0886041,2022-08-02 00:15:00+00:00,131,1,1,-1.0886040999999977
E2CQO1,2,C:USDJPY,2022-08-01 10:00:00+00:00,131.96040165000002,2022-08-02 00:15:00+00:00,131,-1,1,0.9604016500000228
GNIMX2,2,C:USDJPY,2022-08-01 10:05:00+00:00,132.05360235,2022-08-02 00:15:00+00:00,131,1,1,-1.0536023500000056
D56MZ9,2,C:USDJPY,2022-08-01 10:15:00+00:00,131.98340050000002,2022-08-02 00:15:00+00:00,131,-1,1,0.9834005000000161
Z4PHHA,2,C:USDJPY,2022-08-01 10:25:00+00:00,132.04360185000002,2022-08-02 00:15:00+00:00,131,1,1,-1.043601850000016
PDJWPX,2,C:USDJPY,2022-08-01 10:30:00+00:00,131.98840025,2022-08-02 00:15:00+00:00,131,-1,1,0.9884002500000122
DC6M86,2,C:USDJPY,2022-08-01 10:40:00+00:00,132.08960415,2022-08-02 00:15:00+00:00,131,1,1,-1.0896041500000138
QV8IP5,2,C:USDJPY,2022-08-01 13:05:00+00:00,131.93440295,2022-08-02 00:15:00+00:00,131,-1,1,0.934402949999992
VG1CJ5,2,C:USDJPY,2022-08-01 14:10:00+00:00,131.93140309999998,2022-08-02 00:15:00+00:00,131,-1,1,0.9314030999999829
BXYJWX,2,C:USDJPY,2022-08-01 14:25:00+00:00,131.94940219999998,2022-08-02 00:15:00+00:00,131,-1,1,0.9494021999999802
EGAH9T,2,C:USDJPY,2022-08-02 00:35:00+00:00,130.6894652,2022-08-02 15:40:00+00:00,132,-1,1,-1.3105347999999992
CZOPY0,2,C:USDJPY,2022-08-02 06:20:00+00:00,131.01955065,2022-08-02 15:40:00+00:00,132,1,1,0.9804493499999865
N54YFK,2,C:USDJPY,2022-08-02 06:25:00+00:00,130.90445445,2022-08-02 15:40:00+00:00,132,-1,1,-1.095545549999997
F7F9U5,2,C:USDJPY,2022-08-02 08:25:00+00:00,131.10955515000003,2022-08-02 15:40:00+00:00,132,1,1,0.890444849999966
BHQXRL,2,C:USDJPY,2022-08-02 08:45:00+00:00,130.94445245,2022-08-02 15:40:00+00:00,132,-1,1,-1.05554755
HDVE6Y,2,C:USDJPY,2022-08-02 09:00:00+00:00,131.01255030000002,2022-08-02 15:40:00+00:00,132,1,1,0.9874496999999849
4HJI2E,2,C:USDJPY,2022-08-02 09:05:00+00:00,130.98245055,2022-08-02 15:40:00+00:00,132,-1,1,-1.01754944999999
Y5U7AE,2,C:USDJPY,2022-08-02 11:30:00+00:00,131.0405517,2022-08-02 15:40:00+00:00,132,1,1,0.9594482999999911
TJ3MBI,2,C:USDJPY,2022-08-02 11:35:00+00:00,130.99245005,2022-08-02 15:40:00+00:00,132,-1,1,-1.0075499499999978
BD48KR,2,C:USDJPY,2022-08-02 11:50:00+00:00,131.026551,2022-08-02 15:40:00+00:00,132,1,1,0.973448999999988
1OSD0B,2,C:USDJPY,2022-08-02 11:55:00+00:00,130.9814506,2022-08-02 15:40:00+00:00,132,-1,1,-1.018549400000012
EP4NAQ,2,C:USDJPY,2022-08-02 12:00:00+00:00,131.01155025,2022-08-02 15:40:00+00:00,132,1,1,0.9884497500000009
PXJ8XZ,2,C:USDJPY,2022-08-02 12:05:00+00:00,130.9774508,2022-08-02 15:40:00+00:00,132,-1,1,-1.022549199999986
LUNVHA,2,C:USDJPY,2022-08-02 12:15:00+00:00,131.05555245000002,2022-08-02 15:40:00+00:00,132,1,1,0.9444475499999783
O05HJJ,2,C:USDJPY,2022-08-02 12:20:00+00:00,130.85445694999999,2022-08-02 15:40:00+00:00,132,-1,1,-1.1455430500000148
X2NDU4,2,C:USDJPY,2022-08-02 13:15:00+00:00,131.0725533,2022-08-02 15:40:00+00:00,132,1,1,0.9274466999999902
5RWGB1,2,C:USDJPY,2022-08-02 15:40:00+00:00,132.07460340000003,2022-08-02 19:50:00+00:00,133,1,1,0.9253965999999707
247SY1,2,C:USDJPY,2022-08-02 19:50:00+00:00,133.07365335000003,2022-08-03 14:00:00+00:00,134,1,1,0.9263466499999709
YARA4O,2,C:USDJPY,2022-08-02 22:10:00+00:00,132.91535389999999,2022-08-03 14:00:00+00:00,134,-1,1,-1.0846461000000147
JA5LRD,2,C:USDJPY,2022-08-02 22:50:00+00:00,133.05765255,2022-08-03 14:00:00+00:00,134,1,1,0.9423474499999998
TUGMUE,2,C:USDJPY,2022-08-02 22:55:00+00:00,132.9953499,2022-08-03 14:00:00+00:00,134,-1,1,-1.004650099999992
O4XGPL,2,C:USDJPY,2022-08-03 03:10:00+00:00,132.98235055,2022-08-03 14:00:00+00:00,134,-1,1,-1.0176494499999933
O8OVU3,2,C:USDJPY,2022-08-03 03:15:00+00:00,133.0226508,2022-08-03 14:00:00+00:00,134,1,1,0.9773491999999919
FHRTCW,2,C:USDJPY,2022-08-03 03:40:00+00:00,132.96235155,2022-08-03 14:00:00+00:00,134,-1,1,-1.037648450000006
Z8R0LO,2,C:USDJPY,2022-08-03 05:25:00+00:00,133.046652,2022-08-03 14:00:00+00:00,134,1,1,0.9533480000000054
WBZ0XI,2,C:USDJPY,2022-08-03 05:40:00+00:00,133.0246509,2022-08-03 14:00:00+00:00,134,1,1,0.9753490999999883
OFUSUA,2,C:USDJPY,2022-08-03 07:00:00+00:00,132.90735429999998,2022-08-03 14:00:00+00:00,134,-1,1,-1.0926457000000198
771EEG,2,C:USDJPY,2022-08-03 07:05:00+00:00,133.0646529,2022-08-03 14:00:00+00:00,134,1,1,0.9353471000000013
5P03HP,2,C:USDJPY,2022-08-03 09:25:00+00:00,132.96835124999998,2022-08-03 14:00:00+00:00,134,-1,1,-1.0316487500000164
FMVKVP,2,C:USDJPY,2022-08-03 09:30:00+00:00,133.05865260000002,2022-08-03 14:00:00+00:00,134,1,1,0.9413473999999837
OUP11E,2,C:USDJPY,2022-08-03 14:00:00+00:00,134.046702,2022-08-04 16:20:00+00:00,133,1,1,-1.0467020000000105
3EPVWC,2,C:USDJPY,2022-08-03 16:05:00+00:00,133.93130309999998,2022-08-04 16:20:00+00:00,133,-1,1,0.9313030999999796
9GRJIX,2,C:USDJPY,2022-08-03 16:35:00+00:00,134.0167005,2022-08-04 16:20:00+00:00,133,1,1,-1.016700500000013
LC5SZD,2,C:USDJPY,2022-08-03 19:40:00+00:00,133.93030315000001,2022-08-04 16:20:00+00:00,133,-1,1,0.9303031500000145
B1UVXF,2,C:USDJPY,2022-08-03 22:10:00+00:00,134.0167005,2022-08-04 16:20:00+00:00,133,1,1,-1.016700500000013
9HHDM5,2,C:USDJPY,2022-08-03 22:15:00+00:00,133.9813006,2022-08-04 16:20:00+00:00,133,-1,1,0.9813005999999973
OMSPUN,2,C:USDJPY,2022-08-03 23:00:00+00:00,134.00770005,2022-08-04 16:20:00+00:00,133,1,1,-1.007700050000011
YX38KM,2,C:USDJPY,2022-08-03 23:50:00+00:00,133.9673013,2022-08-04 16:20:00+00:00,133,-1,1,0.9673013000000026
76V9WR,2,C:USDJPY,2022-08-04 05:35:00+00:00,134.06370285,2022-08-04 16:20:00+00:00,133,1,1,-1.0637028499999985
ZATUMB,2,C:USDJPY,2022-08-04 05:45:00+00:00,133.94630235,2022-08-04 16:20:00+00:00,133,-1,1,0.9463023499999963
B5HHSI,2,C:USDJPY,2022-08-04 05:55:00+00:00,134.06970315,2022-08-04 16:20:00+00:00,133,1,1,-1.0697031500000094
H6XX0K,2,C:USDJPY,2022-08-04 11:40:00+00:00,133.95430195,2022-08-04 16:20:00+00:00,133,-1,1,0.9543019500000014
6VK8XU,2,C:USDJPY,2022-08-04 11:45:00+00:00,134.03170125000003,2022-08-04 16:20:00+00:00,133,1,1,-1.031701250000026
VY8GSY,2,C:USDJPY,2022-08-04 11:50:00+00:00,133.7513121,2022-08-04 16:20:00+00:00,133,-1,1,0.7513121000000069
X0TP0M,2,C:USDJPY,2022-08-04 18:30:00+00:00,132.98435045000002,2022-08-05 12:30:00+00:00,134,-1,1,-1.0156495499999778
WVP9JD,2,C:USDJPY,2022-08-04 18:40:00+00:00,133.03065120000002,2022-08-05 12:30:00+00:00,134,1,1,0.9693487999999775
8JO19R,2,C:USDJPY,2022-08-04 18:50:00+00:00,132.9513521,2022-08-05 12:30:00+00:00,134,-1,1,-1.0486478999999918
A0TOBP,2,C:USDJPY,2022-08-04 21:50:00+00:00,133.01765055,2022-08-05 12:30:00+00:00,134,1,1,0.9823494499999867
YJY9NU,2,C:USDJPY,2022-08-04 22:45:00+00:00,132.933353,2022-08-05 12:30:00+00:00,134,-1,1,-1.066646999999989
2F1B27,2,C:USDJPY,2022-08-05 01:05:00+00:00,133.21366035,2022-08-05 12:30:00+00:00,134,1,1,0.7863396500000022
LQD65Y,2,C:USDJPY,2022-08-05 09:05:00+00:00,132.93635285000002,2022-08-05 12:30:00+00:00,134,-1,1,-1.06364714999998
2A397C,2,C:USDJPY,2022-08-05 09:20:00+00:00,133.00765005000002,2022-08-05 12:30:00+00:00,134,1,1,0.9923499499999764
40PE0U,2,C:USDJPY,2022-08-05 09:25:00+00:00,132.99335,2022-08-05 12:30:00+00:00,134,-1,1,-1.0066500000000076
OOZ1QB,2,C:USDJPY,2022-08-05 10:00:00+00:00,132.92235355,2022-08-05 12:30:00+00:00,134,-1,1,-1.0776464500000031
7UFQNI,2,C:USDJPY,2022-08-05 10:05:00+00:00,133.0346514,2022-08-05 12:30:00+00:00,134,1,1,0.9653485999999987
WFCVHA,2,C:USDJPY,2022-08-05 10:15:00+00:00,132.96435145,2022-08-05 12:30:00+00:00,134,-1,1,-1.0356485499999906
QQITVC,2,C:USDJPY,2022-08-05 10:20:00+00:00,133.04165175,2022-08-05 12:30:00+00:00,134,1,1,0.9583482500000002
UMKYM0,2,C:USDJPY,2022-08-05 12:30:00+00:00,134.2487121,2022-08-05 14:00:00+00:00,135,1,1,0.7512878999999941
4N0FN8,2,C:USDJPY,2022-08-05 14:00:00+00:00,135.09275430000002,2022-08-10 12:30:00+00:00,134,1,1,-1.0927543000000242
MBK2WC,2,C:USDJPY,2022-08-05 17:15:00+00:00,134.9472523,2022-08-10 12:30:00+00:00,134,-1,1,0.9472523000000024
BWORWM,2,C:USDJPY,2022-08-05 17:30:00+00:00,135.09575445000002,2022-08-10 12:30:00+00:00,134,1,1,-1.0957544500000154
VTKKC9,2,C:USDJPY,2022-08-05 18:00:00+00:00,134.9752509,2022-08-10 12:30:00+00:00,134,-1,1,0.9752508999999918
9U1E98,2,C:USDJPY,2022-08-05 18:05:00+00:00,135.07775355,2022-08-10 12:30:00+00:00,134,1,1,-1.0777535500000113
APVOU3,2,C:USDJPY,2022-08-05 19:10:00+00:00,134.98525039999998,2022-08-10 12:30:00+00:00,134,-1,1,0.985250399999984
0B1KM1,2,C:USDJPY,2022-08-05 19:55:00+00:00,135.04975215000002,2022-08-10 12:30:00+00:00,134,1,1,-1.0497521500000175
5F3NW3,2,C:USDJPY,2022-08-05 20:10:00+00:00,134.9792507,2022-08-10 12:30:00+00:00,134,-1,1,0.9792506999999944
4CI7MV,2,C:USDJPY,2022-08-05 20:25:00+00:00,135.01775055000002,2022-08-10 12:30:00+00:00,134,1,1,-1.0177505500000166
08HNAF,2,C:USDJPY,2022-08-05 20:45:00+00:00,134.98825025,2022-08-10 12:30:00+00:00,134,-1,1,0.988250249999993
5FIXCQ,2,C:USDJPY,2022-08-05 20:50:00+00:00,134.98974915000002,2022-08-10 12:30:00+00:00,134,1,1,-0.9897491500000228
JSPJC8,2,C:USDJPY,2022-08-05 20:55:00+00:00,134.89174425000002,2022-08-10 12:30:00+00:00,134,1,1,-0.8917442500000163
I20RHD,2,C:USDJPY,2022-08-07 21:05:00+00:00,135.0187506,2022-08-10 12:30:00+00:00,134,1,1,-1.0187506000000042
ZBHC0R,2,C:USDJPY,2022-08-07 21:50:00+00:00,135.06875310000004,2022-08-10 12:30:00+00:00,134,1,1,-1.0687531000000376
XEUYWF,2,C:USDJPY,2022-08-08 07:45:00+00:00,134.96025165,2022-08-10 12:30:00+00:00,134,-1,1,0.9602516500000036
XCJBMU,2,C:USDJPY,2022-08-08 08:00:00+00:00,135.0647529,2022-08-10 12:30:00+00:00,134,1,1,-1.064752900000002
6CAAWZ,2,C:USDJPY,2022-08-08 08:05:00+00:00,134.96825125,2022-08-10 12:30:00+00:00,134,-1,1,0.9682512500000087
DFB7D2,2,C:USDJPY,2022-08-08 08:15:00+00:00,135.07975365000001,2022-08-10 12:30:00+00:00,134,1,1,-1.0797536500000149
0I760Q,2,C:USDJPY,2022-08-08 10:05:00+00:00,134.96625135000002,2022-08-10 12:30:00+00:00,134,-1,1,0.9662513500000216
R25DV4,2,C:USDJPY,2022-08-08 19:40:00+00:00,135.05375235000002,2022-08-10 12:30:00+00:00,134,1,1,-1.0537523500000248
ZSF68W,2,C:USDJPY,2022-08-08 20:05:00+00:00,134.9692512,2022-08-10 12:30:00+00:00,134,-1,1,0.9692512000000022
4NC831,2,C:USDJPY,2022-08-08 20:10:00+00:00,135.02475090000002,2022-08-10 12:30:00+00:00,134,1,1,-1.024750900000015
FE0VOL,2,C:USDJPY,2022-08-08 20:40:00+00:00,134.9772508,2022-08-10 12:30:00+00:00,134,-1,1,0.9772508000000073
S8IT2T,2,C:USDJPY,2022-08-08 20:45:00+00:00,135.01275030000002,2022-08-10 12:30:00+00:00,134,1,1,-1.0127503000000218
3C64MY,2,C:USDJPY,2022-08-08 21:30:00+00:00,135.0227508,2022-08-10 12:30:00+00:00,134,1,1,-1.0227508000000114
FL8BWE,2,C:USDJPY,2022-08-08 21:45:00+00:00,134.9792507,2022-08-10 12:30:00+00:00,134,-1,1,0.9792506999999944
QNP40T,2,C:USDJPY,2022-08-08 22:50:00+00:00,135.01075020000002,2022-08-10 12:30:00+00:00,134,1,1,-1.0107502000000181
5MTR7Y,2,C:USDJPY,2022-08-08 23:00:00+00:00,134.93625285000002,2022-08-10 12:30:00+00:00,134,-1,1,0.9362528500000167
L54FOE,2,C:USDJPY,2022-08-09 03:15:00+00:00,134.9592517,2022-08-10 12:30:00+00:00,134,-1,1,0.95925170000001
OONC24,2,C:USDJPY,2022-08-09 05:50:00+00:00,135.0187506,2022-08-10 12:30:00+00:00,134,1,1,-1.0187506000000042
N4R6VO,2,C:USDJPY,2022-08-09 06:35:00+00:00,134.95525189999998,2022-08-10 12:30:00+00:00,134,-1,1,0.9552518999999791
1HVIPT,2,C:USDJPY,2022-08-09 08:00:00+00:00,135.02975115,2022-08-10 12:30:00+00:00,134,1,1,-1.0297511500000098
JDRZB9,2,C:USDJPY,2022-08-09 08:05:00+00:00,134.833258,2022-08-10 12:30:00+00:00,134,-1,1,0.8332580000000007
9MJK4P,2,C:USDJPY,2022-08-09 11:50:00+00:00,135.07175325,2022-08-10 12:30:00+00:00,134,1,1,-1.0717532500000004
KW2NCG,2,C:USDJPY,2022-08-09 12:35:00+00:00,134.9632515,2022-08-10 12:30:00+00:00,134,-1,1,0.9632515000000126
KGRBZ4,2,C:USDJPY,2022-08-09 13:10:00+00:00,135.01175025,2022-08-10 12:30:00+00:00,134,1,1,-1.0117502500000057
M1F8G4,2,C:USDJPY,2022-08-09 13:20:00+00:00,134.97425095,2022-08-10 12:30:00+00:00,134,-1,1,0.9742509499999983
OAT7BA,2,C:USDJPY,2022-08-09 13:25:00+00:00,135.00975015,2022-08-10 12:30:00+00:00,134,1,1,-1.0097501500000021
Z6AZCV,2,C:USDJPY,2022-08-09 13:30:00+00:00,134.95225205,2022-08-10 12:30:00+00:00,134,-1,1,0.9522520499999985
3XHTWF,2,C:USDJPY,2022-08-09 13:35:00+00:00,135.0187506,2022-08-10 12:30:00+00:00,134,1,1,-1.0187506000000042
T2EPF9,2,C:USDJPY,2022-08-09 13:45:00+00:00,134.96825125,2022-08-10 12:30:00+00:00,134,-1,1,0.9682512500000087
E0W0G5,2,C:USDJPY,2022-08-09 13:50:00+00:00,135.02475090000002,2022-08-10 12:30:00+00:00,134,1,1,-1.024750900000015
F9UWUQ,2,C:USDJPY,2022-08-09 14:00:00+00:00,134.94025265,2022-08-10 12:30:00+00:00,134,-1,1,0.9402526499999908
DS69A8,2,C:USDJPY,2022-08-09 14:15:00+00:00,135.02075070000004,2022-08-10 12:30:00+00:00,134,1,1,-1.0207507000000362
NMCM1D,2,C:USDJPY,2022-08-09 14:20:00+00:00,134.9692512,2022-08-10 12:30:00+00:00,134,-1,1,0.9692512000000022
PAC14I,2,C:USDJPY,2022-08-09 14:25:00+00:00,135.02075070000004,2022-08-10 12:30:00+00:00,134,1,1,-1.0207507000000362
BNOC5K,2,C:USDJPY,2022-08-09 14:30:00+00:00,134.9772508,2022-08-10 12:30:00+00:00,134,-1,1,0.9772508000000073
5KFKM0,2,C:USDJPY,2022-08-09 14:50:00+00:00,134.93825275,2022-08-10 12:30:00+00:00,134,-1,1,0.9382527500000037
DXBEXM,2,C:USDJPY,2022-08-09 15:35:00+00:00,135.03575145000002,2022-08-10 12:30:00+00:00,134,1,1,-1.0357514500000207
NTMVLO,2,C:USDJPY,2022-08-09 15:45:00+00:00,134.9792507,2022-08-10 12:30:00+00:00,134,-1,1,0.9792506999999944
AVERW5,2,C:USDJPY,2022-08-09 16:30:00+00:00,135.01275030000002,2022-08-10 12:30:00+00:00,134,1,1,-1.0127503000000218
N7XQZ0,2,C:USDJPY,2022-08-09 16:35:00+00:00,134.97325099999998,2022-08-10 12:30:00+00:00,134,-1,1,0.9732509999999763
5SCMA6,2,C:USDJPY,2022-08-09 17:05:00+00:00,134.99225005,2022-08-10 12:30:00+00:00,134,-1,1,0.9922500499999956
682VOS,2,C:USDJPY,2022-08-09 17:10:00+00:00,135.00574995000002,2022-08-10 12:30:00+00:00,134,1,1,-1.0057499500000233
PXVBFZ,2,C:USDJPY,2022-08-09 17:15:00+00:00,135.06975315,2022-08-10 12:30:00+00:00,134,1,1,-1.0697531499999968
9JJSC6,2,C:USDJPY,2022-08-10 03:00:00+00:00,135.03775155000002,2022-08-10 12:30:00+00:00,134,1,1,-1.0377515500000243
EMXJP5,2,C:USDJPY,2022-08-10 03:15:00+00:00,134.99025015,2022-08-10 12:30:00+00:00,134,-1,1,0.9902501500000085
