,strat_id,instrument,open_time,open_price,close_time,close_price,dir,size,PnL
61F6U7,2,C:USDJPY,2022-05-30 05:50:00+00:00,127.02035070000001,2022-05-31 00:10:00+00:00,128,1,1,0.9796492999999913
P6BMWI,2,C:USDJPY,2022-05-31 04:15:00+00:00,127.97460095,2022-06-01 01:10:00+00:00,129,-1,1,-1.0253990500000043
YOAT59,2,C:USDJPY,2022-05-31 04:40:00+00:00,127.98860025,2022-06-01 01:10:00+00:00,129,-1,1,-1.0113997499999954
6DS67C,2,C:USDJPY,2022-05-31 05:00:00+00:00,127.9656014,2022-06-01 01:10:00+00:00,129,-1,1,-1.034398600000003
VLPPHU,2,C:USDJPY,2022-05-31 07:00:00+00:00,127.9516021,2022-06-01 01:10:00+00:00,129,-1,1,-1.0483978999999977
6JSTPS,2,C:USDJPY,2022-05-31 10:55:00+00:00,127.97760079999999,2022-06-01 01:10:00+00:00,129,-1,1,-1.0223992000000095
WX69YT,2,C:USDJPY,2022-05-31 11:10:00+00:00,127.9876003,2022-06-01 01:10:00+00:00,129,-1,1,-1.0123997000000031
PN7LL0,2,C:USDJPY,2022-05-31 00:10:00+00:00,128.05340235,2022-06-01 01:15:00+00:00,129,1,1,0.9465976500000011
2CV1F0,2,C:USDJPY,2022-05-31 04:20:00+00:00,128.07440340000002,2022-06-01 01:15:00+00:00,129,1,1,0.9255965999999773
UESTIZ,2,C:USDJPY,2022-05-31 04:55:00+00:00,128.01340035,2022-06-01 01:15:00+00:00,129,1,1,0.9865996499999881
G992IR,2,C:USDJPY,2022-05-31 06:45:00+00:00,128.01140025,2022-06-01 01:15:00+00:00,129,1,1,0.9885997499999917
JJIU6S,2,C:USDJPY,2022-05-31 10:45:00+00:00,128.02740105,2022-06-01 01:15:00+00:00,129,1,1,0.9725989499999912
REKFFQ,2,C:USDJPY,2022-05-31 11:00:00+00:00,128.00539995,2022-06-01 01:15:00+00:00,129,1,1,0.9946000500000025
9V32VE,2,C:USDJPY,2022-05-31 11:05:00+00:00,128.06540295000002,2022-06-01 01:15:00+00:00,129,1,1,0.9345970499999794
89PM3F,2,C:USDJPY,2022-05-31 11:15:00+00:00,128.05040220000004,2022-06-01 01:15:00+00:00,129,1,1,0.9495977999999639
328M6Z,2,C:USDJPY,2022-06-01 01:15:00+00:00,129.04345185000003,2022-06-01 15:05:00+00:00,130,1,1,0.9565481499999748
71CF9C,2,C:USDJPY,2022-06-01 03:05:00+00:00,128.97755080000002,2022-06-01 15:05:00+00:00,130,-1,1,-1.0224491999999827
IWSJQP,2,C:USDJPY,2022-06-01 03:10:00+00:00,129.00945015,2022-06-01 15:05:00+00:00,130,1,1,0.9905498500000078
QJVH73,2,C:USDJPY,2022-06-01 15:40:00+00:00,130.03950165,2022-06-06 14:05:00+00:00,131,1,1,0.9604983499999946
1S2GPJ,2,C:USDJPY,2022-06-01 16:10:00+00:00,129.96450145,2022-06-06 14:05:00+00:00,131,-1,1,-1.0354985499999998
7VJBNC,2,C:USDJPY,2022-06-02 00:25:00+00:00,129.9555019,2022-06-06 14:05:00+00:00,131,-1,1,-1.0444980999999984
3ON76X,2,C:USDJPY,2022-06-02 00:50:00+00:00,130.04150175,2022-06-06 14:05:00+00:00,131,1,1,0.958498249999991
23AHDP,2,C:USDJPY,2022-06-02 01:55:00+00:00,129.9875003,2022-06-06 14:05:00+00:00,131,-1,1,-1.0124997000000064
AKN2MJ,2,C:USDJPY,2022-06-02 02:20:00+00:00,130.00650000000002,2022-06-06 14:05:00+00:00,131,1,1,0.9934999999999832
4UB7JK,2,C:USDJPY,2022-06-02 02:30:00+00:00,130.08050370000004,2022-06-06 14:05:00+00:00,131,1,1,0.9194962999999632
7JCOJC,2,C:USDJPY,2022-06-02 05:15:00+00:00,129.9695012,2022-06-06 14:05:00+00:00,131,-1,1,-1.0304988000000037
SUEV4G,2,C:USDJPY,2022-06-02 05:20:00+00:00,130.02150075,2022-06-06 14:05:00+00:00,131,1,1,0.9784992499999987
NYKIEU,2,C:USDJPY,2022-06-02 06:00:00+00:00,129.95450195,2022-06-06 14:05:00+00:00,131,-1,1,-1.045498049999992
Z18I0L,2,C:USDJPY,2022-06-03 07:00:00+00:00,130.00950015,2022-06-06 14:05:00+00:00,131,1,1,0.990499849999992
1WCA8C,2,C:USDJPY,2022-06-03 07:05:00+00:00,129.99050015,2022-06-06 14:05:00+00:00,131,-1,1,-1.0094998499999974
T4ORLW,2,C:USDJPY,2022-06-03 09:05:00+00:00,130.00950015,2022-06-06 14:05:00+00:00,131,1,1,0.990499849999992
0OLM2Y,2,C:USDJPY,2022-06-06 14:05:00+00:00,131.0545524,2022-06-06 18:55:00+00:00,132,1,1,0.9454475999999943
D9E2HE,2,C:USDJPY,2022-06-06 19:00:00+00:00,131.94240255000003,2022-06-07 06:15:00+00:00,133,-1,1,-1.0575974499999745
OX0E2U,2,C:USDJPY,2022-06-06 23:10:00+00:00,131.96540140000002,2022-06-07 06:15:00+00:00,133,-1,1,-1.0345985999999812
33KXS8,2,C:USDJPY,2022-06-06 18:55:00+00:00,132.00960015,2022-06-08 00:55:00+00:00,133,1,1,0.9903998499999886
Q8XB4T,2,C:USDJPY,2022-06-06 23:05:00+00:00,132.00860010000002,2022-06-08 00:55:00+00:00,133,1,1,0.9913998999999762
UDP7SM,2,C:USDJPY,2022-06-06 23:20:00+00:00,132.15560745000002,2022-06-08 00:55:00+00:00,133,1,1,0.8443925499999807
5YR7AH,2,C:USDJPY,2022-06-08 01:25:00+00:00,132.88835525000002,2022-06-08 10:35:00+00:00,134,-1,1,-1.1116447499999822
IDKF10,2,C:USDJPY,2022-06-08 02:10:00+00:00,132.97135110000002,2022-06-08 10:35:00+00:00,134,-1,1,-1.028648899999979
YNG1DC,2,C:USDJPY,2022-06-08 02:30:00+00:00,132.9873503,2022-06-08 10:35:00+00:00,134,-1,1,-1.0126496999999972
W88S5P,2,C:USDJPY,2022-06-08 03:00:00+00:00,132.9693512,2022-06-08 10:35:00+00:00,134,-1,1,-1.0306487999999945
EYOBAA,2,C:USDJPY,2022-06-08 03:15:00+00:00,132.93635285000002,2022-06-08 10:35:00+00:00,134,-1,1,-1.06364714999998
NPR6Q8,2,C:USDJPY,2022-06-08 03:30:00+00:00,132.98835025,2022-06-08 10:35:00+00:00,134,-1,1,-1.0116497500000037
JL8X7D,2,C:USDJPY,2022-06-08 00:55:00+00:00,133.07565345,2022-06-08 10:45:00+00:00,134,1,1,0.9243465499999957
JSXKQL,2,C:USDJPY,2022-06-08 01:20:00+00:00,133.0826538,2022-06-08 10:45:00+00:00,134,1,1,0.9173461999999972
YQ3CDO,2,C:USDJPY,2022-06-08 01:30:00+00:00,133.02765105,2022-06-08 10:45:00+00:00,134,1,1,0.9723489499999971
XDZI3A,2,C:USDJPY,2022-06-08 02:15:00+00:00,133.04165175,2022-06-08 10:45:00+00:00,134,1,1,0.9583482500000002
L2XN7P,2,C:USDJPY,2022-06-08 02:55:00+00:00,133.0246509,2022-06-08 10:45:00+00:00,134,1,1,0.9753490999999883
UBO2M2,2,C:USDJPY,2022-06-08 03:05:00+00:00,133.04365185000003,2022-06-08 10:45:00+00:00,134,1,1,0.9563481499999682
ZLRW7C,2,C:USDJPY,2022-06-08 03:25:00+00:00,133.02565095000003,2022-06-08 10:45:00+00:00,134,1,1,0.9743490499999723
G4MHSL,2,C:USDJPY,2022-06-08 03:35:00+00:00,133.02865110000002,2022-06-08 10:45:00+00:00,134,1,1,0.9713488999999811
RJKNG9,2,C:USDJPY,2022-06-08 10:55:00+00:00,133.99529990000002,2022-06-13 00:55:00+00:00,135,-1,1,-1.0047000999999796
Z30B0H,2,C:USDJPY,2022-06-08 11:00:00+00:00,133.9353029,2022-06-13 00:55:00+00:00,135,-1,1,-1.0646970999999894
F6TLR5,2,C:USDJPY,2022-06-08 11:40:00+00:00,133.98830025,2022-06-13 00:55:00+00:00,135,-1,1,-1.0116997499999911
2HBAQF,2,C:USDJPY,2022-06-08 11:55:00+00:00,133.97730080000002,2022-06-13 00:55:00+00:00,135,-1,1,-1.0226991999999768
9GNXQ8,2,C:USDJPY,2022-06-08 12:15:00+00:00,133.97930069999998,2022-06-13 00:55:00+00:00,135,-1,1,-1.0206993000000182
B64RII,2,C:USDJPY,2022-06-08 14:15:00+00:00,133.82430845,2022-06-13 00:55:00+00:00,135,-1,1,-1.1756915500000105
P9DNGO,2,C:USDJPY,2022-06-08 16:20:00+00:00,133.9873003,2022-06-13 00:55:00+00:00,135,-1,1,-1.012699700000013
7Q3N2D,2,C:USDJPY,2022-06-08 17:30:00+00:00,133.9713011,2022-06-13 00:55:00+00:00,135,-1,1,-1.0286988999999949
CJQP2V,2,C:USDJPY,2022-06-09 03:45:00+00:00,133.91830375,2022-06-13 00:55:00+00:00,135,-1,1,-1.0816962499999931
260EYW,2,C:USDJPY,2022-06-09 05:15:00+00:00,133.9373028,2022-06-13 00:55:00+00:00,135,-1,1,-1.0626972000000023
SDATDE,2,C:USDJPY,2022-06-09 05:30:00+00:00,133.83430795,2022-06-13 00:55:00+00:00,135,-1,1,-1.1656920499999899
SOC38T,2,C:USDJPY,2022-06-09 13:25:00+00:00,133.91330399999998,2022-06-13 00:55:00+00:00,135,-1,1,-1.0866960000000176
JX9I5T,2,C:USDJPY,2022-06-09 14:25:00+00:00,133.8853054,2022-06-13 00:55:00+00:00,135,-1,1,-1.114694600000007
3FPL8R,2,C:USDJPY,2022-06-09 15:40:00+00:00,133.94630235,2022-06-13 00:55:00+00:00,135,-1,1,-1.0536976500000037
61G4T6,2,C:USDJPY,2022-06-10 02:25:00+00:00,133.973301,2022-06-13 00:55:00+00:00,135,-1,1,-1.0266990000000078
ALM8JV,2,C:USDJPY,2022-06-10 02:40:00+00:00,133.97230105000003,2022-06-13 00:55:00+00:00,135,-1,1,-1.027698949999973
NYLJTT,2,C:USDJPY,2022-06-10 05:00:00+00:00,133.9433025,2022-06-13 00:55:00+00:00,135,-1,1,-1.0566975000000127
X8G3Y8,2,C:USDJPY,2022-06-10 12:35:00+00:00,133.86430645000002,2022-06-13 00:55:00+00:00,135,-1,1,-1.135693549999985
PXGDBP,2,C:USDJPY,2022-06-08 10:45:00+00:00,134.03370135,2022-06-13 04:05:00+00:00,135,1,1,0.9662986499999988
AME8Q7,2,C:USDJPY,2022-06-08 11:35:00+00:00,134.07770355000002,2022-06-13 04:05:00+00:00,135,1,1,0.9222964499999762
L8FNKQ,2,C:USDJPY,2022-06-08 11:45:00+00:00,134.05470240000002,2022-06-13 04:05:00+00:00,135,1,1,0.9452975999999751
8BXKES,2,C:USDJPY,2022-06-08 12:10:00+00:00,134.02970115000002,2022-06-13 04:05:00+00:00,135,1,1,0.9702988499999776
ECAIO4,2,C:USDJPY,2022-06-08 12:20:00+00:00,134.26771305,2022-06-13 04:05:00+00:00,135,1,1,0.7322869500000024
FXVJQK,2,C:USDJPY,2022-06-08 15:55:00+00:00,134.05670250000003,2022-06-13 04:05:00+00:00,135,1,1,0.9432974999999715
A0JUNB,2,C:USDJPY,2022-06-08 16:50:00+00:00,134.04170175000002,2022-06-13 04:05:00+00:00,135,1,1,0.9582982499999844
32089U,2,C:USDJPY,2022-06-08 17:40:00+00:00,134.02770105,2022-06-13 04:05:00+00:00,135,1,1,0.9722989500000097
2U4TR4,2,C:USDJPY,2022-06-09 04:00:00+00:00,134.01570045,2022-06-13 04:05:00+00:00,135,1,1,0.9842995500000029
RRHOW3,2,C:USDJPY,2022-06-09 05:25:00+00:00,134.0227008,2022-06-13 04:05:00+00:00,135,1,1,0.9772992000000045
D2ZRHE,2,C:USDJPY,2022-06-09 13:20:00+00:00,134.05070220000002,2022-06-13 04:05:00+00:00,135,1,1,0.9492977999999823
PCNGTQ,2,C:USDJPY,2022-06-09 14:20:00+00:00,134.0167005,2022-06-13 04:05:00+00:00,135,1,1,0.9832994999999869
YD88UI,2,C:USDJPY,2022-06-09 14:35:00+00:00,134.06970315,2022-06-13 04:05:00+00:00,135,1,1,0.9302968499999906
NDDH6H,2,C:USDJPY,2022-06-09 15:45:00+00:00,134.06670300000002,2022-06-13 04:05:00+00:00,135,1,1,0.9332969999999818
BGG0BA,2,C:USDJPY,2022-06-10 02:30:00+00:00,134.00670000000002,2022-06-13 04:05:00+00:00,135,1,1,0.9932999999999765
3T4HZS,2,C:USDJPY,2022-06-10 02:45:00+00:00,134.02170075,2022-06-13 04:05:00+00:00,135,1,1,0.9782992499999921
MT7RBZ,2,C:USDJPY,2022-06-10 12:30:00+00:00,134.19270930000002,2022-06-13 04:05:00+00:00,135,1,1,0.8072906999999816
ZTCBBJ,2,C:USDJPY,2022-06-10 13:15:00+00:00,134.1947094,2022-06-13 04:05:00+00:00,135,1,1,0.8052906000000064
0Q3T4G,2,C:USDJPY,2022-06-13 04:05:00+00:00,135.07875360000003,2022-06-13 12:25:00+00:00,134,1,1,-1.0787536000000273
WN0MNS,2,C:USDJPY,2022-06-13 04:15:00+00:00,134.98025065,2022-06-13 12:25:00+00:00,134,-1,1,0.9802506499999879
ZBO9TY,2,C:USDJPY,2022-06-13 04:20:00+00:00,135.0167505,2022-06-13 12:25:00+00:00,134,1,1,-1.0167505000000006
XANLFT,2,C:USDJPY,2022-06-13 04:45:00+00:00,134.98825025,2022-06-13 12:25:00+00:00,134,-1,1,0.988250249999993
U9PZBM,2,C:USDJPY,2022-06-13 04:50:00+00:00,135.00975015,2022-06-13 12:25:00+00:00,134,1,1,-1.0097501500000021
LN9PUI,2,C:USDJPY,2022-06-13 05:15:00+00:00,134.8752559,2022-06-13 12:25:00+00:00,134,-1,1,0.8752559000000133
W9ZBJO,2,C:USDJPY,2022-06-13 12:25:00+00:00,133.9753009,2022-06-14 16:15:00+00:00,135,-1,1,-1.0246990999999923
H073XX,2,C:USDJPY,2022-06-13 13:00:00+00:00,133.93930269999998,2022-06-14 16:15:00+00:00,135,-1,1,-1.0606973000000153
DV2BD6,2,C:USDJPY,2022-06-13 13:25:00+00:00,133.91830375,2022-06-14 16:15:00+00:00,135,-1,1,-1.0816962499999931
OKXMEI,2,C:USDJPY,2022-06-13 16:15:00+00:00,133.95430195,2022-06-14 16:15:00+00:00,135,-1,1,-1.0456980499999986
2D81RF,2,C:USDJPY,2022-06-14 00:25:00+00:00,133.92930320000002,2022-06-14 16:15:00+00:00,135,-1,1,-1.070696799999979
RPAF8D,2,C:USDJPY,2022-06-14 00:40:00+00:00,133.95630185,2022-06-14 16:15:00+00:00,135,-1,1,-1.0436981500000115
S6BR1U,2,C:USDJPY,2022-06-13 12:35:00+00:00,134.08670400000003,2022-06-14 17:00:00+00:00,135,1,1,0.9132959999999741
B3IHVN,2,C:USDJPY,2022-06-13 15:10:00+00:00,134.02470090000003,2022-06-14 17:00:00+00:00,135,1,1,0.9752990999999724
0HTO6X,2,C:USDJPY,2022-06-13 16:20:00+00:00,134.0327013,2022-06-14 17:00:00+00:00,135,1,1,0.9672986999999864
I1BXRV,2,C:USDJPY,2022-06-14 00:35:00+00:00,134.06470290000001,2022-06-14 17:00:00+00:00,135,1,1,0.9352970999999854
KFVS9W,2,C:USDJPY,2022-06-14 00:45:00+00:00,134.02670100000003,2022-06-14 17:00:00+00:00,135,1,1,0.9732989999999688
NCF58P,2,C:USDJPY,2022-06-14 18:45:00+00:00,135.08775405,2022-06-15 18:35:00+00:00,134,1,1,-1.087754050000001
J5D3IE,2,C:USDJPY,2022-06-15 00:50:00+00:00,134.96025165,2022-06-15 18:35:00+00:00,134,-1,1,0.9602516500000036
9403FX,2,C:USDJPY,2022-06-15 00:55:00+00:00,135.03075120000003,2022-06-15 18:35:00+00:00,134,1,1,-1.0307512000000258
0XYNBV,2,C:USDJPY,2022-06-15 05:05:00+00:00,134.9292532,2022-06-15 18:35:00+00:00,134,-1,1,0.9292532000000051
6532NV,2,C:USDJPY,2022-06-15 05:30:00+00:00,135.03175125,2022-06-15 18:35:00+00:00,134,1,1,-1.0317512500000134
0HVLFD,2,C:USDJPY,2022-06-15 05:45:00+00:00,134.8852554,2022-06-15 18:35:00+00:00,134,-1,1,0.8852554000000055
E5PHCR,2,C:USDJPY,2022-06-15 18:40:00+00:00,133.86030664999998,2022-06-16 09:15:00+00:00,133,-1,1,0.8603066499999841
89ATD5,2,C:USDJPY,2022-06-15 18:50:00+00:00,134.2247109,2022-06-16 09:15:00+00:00,133,1,1,-1.224710899999991
M4X50F,2,C:USDJPY,2022-06-15 19:00:00+00:00,133.9813006,2022-06-16 09:15:00+00:00,133,-1,1,0.9813005999999973
G50YQT,2,C:USDJPY,2022-06-15 22:05:00+00:00,134.03470140000002,2022-06-16 09:15:00+00:00,133,1,1,-1.0347014000000172
CI2CTI,2,C:USDJPY,2022-06-16 08:10:00+00:00,133.97730080000002,2022-06-16 09:15:00+00:00,133,-1,1,0.9773008000000232
5VPG6I,2,C:USDJPY,2022-06-16 09:15:00+00:00,132.80235955,2022-06-16 15:40:00+00:00,132,-1,1,0.8023595500000056
OFTMU2,2,C:USDJPY,2022-06-16 09:45:00+00:00,133.02565095000003,2022-06-16 15:40:00+00:00,132,1,1,-1.0256509500000277
FG39Y4,2,C:USDJPY,2022-06-16 09:55:00+00:00,132.87035615000002,2022-06-16 15:40:00+00:00,132,-1,1,0.8703561500000205
I594UZ,2,C:USDJPY,2022-06-16 10:00:00+00:00,133.01165025,2022-06-16 15:40:00+00:00,132,1,1,-1.0116502500000024
TFGP2H,2,C:USDJPY,2022-06-16 11:15:00+00:00,132.75436195,2022-06-16 15:40:00+00:00,132,-1,1,0.7543619500000034
OOGO05,2,C:USDJPY,2022-06-16 15:40:00+00:00,131.8674063,2022-06-17 00:50:00+00:00,133,-1,1,-1.132593700000001
FBC2CE,2,C:USDJPY,2022-06-16 16:15:00+00:00,132.02760105,2022-06-17 00:50:00+00:00,133,1,1,0.972398950000013
HM7V6T,2,C:USDJPY,2022-06-16 16:20:00+00:00,131.98440045,2022-06-17 00:50:00+00:00,133,-1,1,-1.0155995499999904
25HRST,2,C:USDJPY,2022-06-16 17:20:00+00:00,132.03860160000002,2022-06-17 00:50:00+00:00,133,1,1,0.9613983999999789
AORRHO,2,C:USDJPY,2022-06-16 17:45:00+00:00,131.94440244999998,2022-06-17 00:50:00+00:00,133,-1,1,-1.0555975500000159
3VYMUS,2,C:USDJPY,2022-06-16 17:55:00+00:00,132.0186006,2022-06-17 00:50:00+00:00,133,1,1,0.9813993999999866
SXZATD,2,C:USDJPY,2022-06-16 18:55:00+00:00,131.98840025,2022-06-17 00:50:00+00:00,133,-1,1,-1.0115997499999878
FIAS5S,2,C:USDJPY,2022-06-16 19:50:00+00:00,132.0346014,2022-06-17 00:50:00+00:00,133,1,1,0.9653985999999861
Z5SBJA,2,C:USDJPY,2022-06-17 00:50:00+00:00,133.16365785000002,2022-06-17 02:40:00+00:00,134,1,1,0.8363421499999788
GX7X16,2,C:USDJPY,2022-06-17 02:40:00+00:00,134.34071670000003,2022-06-17 02:55:00+00:00,133,1,1,-1.34071670000003
TLQEC3,2,C:USDJPY,2022-06-17 02:55:00+00:00,133.6893152,2022-06-17 14:10:00+00:00,135,-1,1,-1.31068479999999
EY3WUA,2,C:USDJPY,2022-06-17 03:35:00+00:00,134.10470490000003,2022-06-17 14:10:00+00:00,135,1,1,0.89529509999997
GPCSIQ,2,C:USDJPY,2022-06-17 04:10:00+00:00,133.97430094999999,2022-06-17 14:10:00+00:00,135,-1,1,-1.0256990500000143
CELE31,2,C:USDJPY,2022-06-17 04:20:00+00:00,134.14470690000002,2022-06-17 14:10:00+00:00,135,1,1,0.855293099999983
RE34N0,2,C:USDJPY,2022-06-17 04:30:00+00:00,133.95430195,2022-06-17 14:10:00+00:00,135,-1,1,-1.0456980499999986
4KL947,2,C:USDJPY,2022-06-17 04:35:00+00:00,134.03470140000002,2022-06-17 14:10:00+00:00,135,1,1,0.9652985999999828
0K3Z8E,2,C:USDJPY,2022-06-17 04:40:00+00:00,133.93030315000001,2022-06-17 14:10:00+00:00,135,-1,1,-1.0696968499999855
DY7T0G,2,C:USDJPY,2022-06-17 05:40:00+00:00,134.00770005,2022-06-17 14:10:00+00:00,135,1,1,0.9922999499999889
YUGG6K,2,C:USDJPY,2022-06-17 06:05:00+00:00,133.98830025,2022-06-17 14:10:00+00:00,135,-1,1,-1.0116997499999911
XYDHO9,2,C:USDJPY,2022-06-17 06:20:00+00:00,134.0407017,2022-06-17 14:10:00+00:00,135,1,1,0.9592983000000004
GWTMG4,2,C:USDJPY,2022-06-17 06:35:00+00:00,133.8793057,2022-06-17 14:10:00+00:00,135,-1,1,-1.1206942999999967
K5QSPX,2,C:USDJPY,2022-06-17 06:40:00+00:00,134.05170225,2022-06-17 14:10:00+00:00,135,1,1,0.9482977499999947
2Z8TWI,2,C:USDJPY,2022-06-17 14:10:00+00:00,135.0547524,2022-06-21 11:35:00+00:00,136,1,1,0.9452475999999876
D0B89W,2,C:USDJPY,2022-06-17 15:35:00+00:00,134.9812506,2022-06-21 11:35:00+00:00,136,-1,1,-1.0187493999999901
KKO5SP,2,C:USDJPY,2022-06-17 17:05:00+00:00,134.97425095,2022-06-21 11:35:00+00:00,136,-1,1,-1.0257490500000017
A845SA,2,C:USDJPY,2022-06-17 17:10:00+00:00,135.06975315,2022-06-21 11:35:00+00:00,136,1,1,0.9302468500000032
6BTFCM,2,C:USDJPY,2022-06-17 17:25:00+00:00,134.97825075,2022-06-21 11:35:00+00:00,136,-1,1,-1.0217492499999992
MZWRWW,2,C:USDJPY,2022-06-17 19:20:00+00:00,135.01275030000002,2022-06-21 11:35:00+00:00,136,1,1,0.9872496999999782
S65CYI,2,C:USDJPY,2022-06-17 19:30:00+00:00,134.97625085,2022-06-21 11:35:00+00:00,136,-1,1,-1.0237491499999862
AZ7OLH,2,C:USDJPY,2022-06-17 20:05:00+00:00,134.97825075,2022-06-21 11:35:00+00:00,136,-1,1,-1.0217492499999992
25AEB3,2,C:USDJPY,2022-06-19 22:00:00+00:00,135.1607577,2022-06-21 11:35:00+00:00,136,1,1,0.8392422999999951
SF6JPT,2,C:USDJPY,2022-06-20 05:55:00+00:00,135.06975315,2022-06-21 11:35:00+00:00,136,1,1,0.9302468500000032
OU49MD,2,C:USDJPY,2022-06-20 06:00:00+00:00,134.98825025,2022-06-21 11:35:00+00:00,136,-1,1,-1.011749750000007
5LOG24,2,C:USDJPY,2022-06-20 13:05:00+00:00,135.12575595,2022-06-21 11:35:00+00:00,136,1,1,0.8742440499999873
DXF51T,2,C:USDJPY,2022-06-20 13:20:00+00:00,134.9652514,2022-06-21 11:35:00+00:00,136,-1,1,-1.0347486000000004
A53NMR,2,C:USDJPY,2022-06-20 13:25:00+00:00,135.0527523,2022-06-21 11:35:00+00:00,136,1,1,0.9472476999999913
WYAINR,2,C:USDJPY,2022-06-20 14:50:00+00:00,134.9412526,2022-06-21 11:35:00+00:00,136,-1,1,-1.0587473999999872
3U6BKK,2,C:USDJPY,2022-06-20 15:00:00+00:00,135.03775155000002,2022-06-21 11:35:00+00:00,136,1,1,0.9622484499999757
Y9ZO4C,2,C:USDJPY,2022-06-20 15:15:00+00:00,134.97625085,2022-06-21 11:35:00+00:00,136,-1,1,-1.0237491499999862
UK5OUP,2,C:USDJPY,2022-06-20 15:20:00+00:00,135.02675100000002,2022-06-21 11:35:00+00:00,136,1,1,0.9732489999999814
Y3PFHY,2,C:USDJPY,2022-06-20 15:30:00+00:00,134.99025015,2022-06-21 11:35:00+00:00,136,-1,1,-1.0097498499999915
F82735,2,C:USDJPY,2022-06-20 15:35:00+00:00,135.02175075,2022-06-21 11:35:00+00:00,136,1,1,0.9782492500000046
5W195L,2,C:USDJPY,2022-06-20 15:45:00+00:00,134.98625035,2022-06-21 11:35:00+00:00,136,-1,1,-1.013749649999994
SGTBKC,2,C:USDJPY,2022-06-20 15:55:00+00:00,135.01475040000003,2022-06-21 11:35:00+00:00,136,1,1,0.9852495999999746
V7YOBD,2,C:USDJPY,2022-06-20 21:05:00+00:00,135.05675250000002,2022-06-21 11:35:00+00:00,136,1,1,0.943247499999984
