,open,high,low,close
2023-06-25 19:10:00+00:00,143.496,143.496,143.496,143.496
2023-06-25 19:35:00+00:00,143.43,143.43,143.43,143.43
2023-06-25 20:00:00+00:00,143.496,143.496,143.476,143.476
2023-06-25 20:25:00+00:00,143.46,143.46,143.46,143.46
2023-06-25 20:50:00+00:00,143.462,143.462,143.462,143.462
2023-06-25 21:00:00+00:00,143.462,143.462,143.462,143.462
2023-06-25 21:05:00+00:00,143.543,143.57,143.543,143.55
2023-06-25 21:15:00+00:00,143.545,143.547,143.534,143.547
2023-06-25 21:20:00+00:00,143.547,143.547,143.547,143.547
2023-06-25 21:40:00+00:00,143.526,143.546,143.525,143.546
2023-06-25 21:45:00+00:00,143.544,143.558,143.543,143.546
2023-06-25 21:50:00+00:00,143.545,143.589,143.545,143.585
2023-06-25 21:55:00+00:00,143.622,143.622,143.622,143.622
2023-06-25 22:00:00+00:00,143.631,143.645,143.58,143.626
2023-06-25 22:05:00+00:00,143.626,143.681,143.626,143.68
2023-06-25 22:10:00+00:00,143.678,143.718,143.657,143.668
2023-06-25 22:15:00+00:00,143.672,143.693,143.657,143.676
2023-06-25 22:20:00+00:00,143.688,143.701,143.662,143.697
2023-06-25 22:25:00+00:00,143.698,143.707,143.661,143.676
2023-06-25 22:30:00+00:00,143.684,143.712,143.66,143.689
2023-06-25 22:35:00+00:00,143.692,143.7,143.639,143.658
2023-06-25 22:40:00+00:00,143.659,143.67,143.631,143.664
2023-06-25 22:45:00+00:00,143.663,143.67,143.611,143.621
2023-06-25 22:50:00+00:00,143.622,143.636,143.575,143.591
2023-06-25 22:55:00+00:00,143.595,143.595,143.456,143.461
2023-06-25 23:00:00+00:00,143.461,143.534,143.458,143.52
2023-06-25 23:05:00+00:00,143.522,143.572,143.518,143.564
2023-06-25 23:10:00+00:00,143.563,143.59,143.521,143.531
2023-06-25 23:15:00+00:00,143.534,143.536,143.468,143.496
2023-06-25 23:20:00+00:00,143.497,143.529,143.466,143.513
2023-06-25 23:25:00+00:00,143.512,143.544,143.51,143.522
2023-06-25 23:30:00+00:00,143.523,143.547,143.502,143.515
2023-06-25 23:35:00+00:00,143.517,143.533,143.503,143.524
2023-06-25 23:40:00+00:00,143.523,143.526,143.511,143.516
2023-06-25 23:45:00+00:00,143.515,143.518,143.449,143.494
2023-06-25 23:50:00+00:00,143.501,143.555,143.499,143.532
2023-06-25 23:55:00+00:00,143.534,143.56,143.529,143.536
2023-06-26 00:00:00+00:00,143.537,143.573,143.4,143.422
2023-06-26 00:05:00+00:00,143.421,143.45,143.269,143.272
2023-06-26 00:10:00+00:00,143.271,143.355,143.261,143.354
2023-06-26 00:15:00+00:00,143.357,143.407,143.332,143.396
2023-06-26 00:20:00+00:00,143.397,143.405,143.331,143.336
2023-06-26 00:25:00+00:00,143.338,143.377,143.332,143.364
2023-06-26 00:30:00+00:00,143.364,143.37,143.272,143.315
2023-06-26 00:35:00+00:00,143.314,143.34,143.287,143.313
2023-06-26 00:40:00+00:00,143.314,143.357,143.297,143.326
2023-06-26 00:45:00+00:00,143.328,143.328,143.231,143.288
2023-06-26 00:50:00+00:00,143.286,143.429,143.281,143.422
2023-06-26 00:55:00+00:00,143.427,143.467,143.407,143.44
2023-06-26 01:00:00+00:00,143.447,143.481,143.409,143.481
2023-06-26 01:05:00+00:00,143.481,143.494,143.422,143.433
2023-06-26 01:10:00+00:00,143.43,143.536,143.428,143.492
2023-06-26 01:15:00+00:00,143.494,143.495,143.459,143.492
2023-06-26 01:20:00+00:00,143.491,143.585,143.476,143.58
2023-06-26 01:25:00+00:00,143.579,143.59,143.538,143.552
2023-06-26 01:30:00+00:00,143.553,143.577,143.54,143.561
2023-06-26 01:35:00+00:00,143.562,143.68,143.555,143.65
2023-06-26 01:40:00+00:00,143.657,143.658,143.542,143.553
2023-06-26 01:45:00+00:00,143.551,143.556,143.515,143.522
2023-06-26 01:50:00+00:00,143.523,143.537,143.458,143.501
2023-06-26 01:55:00+00:00,143.501,143.512,143.485,143.506
2023-06-26 02:00:00+00:00,143.506,143.543,143.501,143.524
2023-06-26 02:05:00+00:00,143.528,143.562,143.515,143.559
2023-06-26 02:10:00+00:00,143.558,143.583,143.547,143.574
2023-06-26 02:15:00+00:00,143.573,143.574,143.504,143.539
2023-06-26 02:20:00+00:00,143.543,143.607,143.538,143.582
2023-06-26 02:25:00+00:00,143.574,143.591,143.535,143.536
2023-06-26 02:30:00+00:00,143.536,143.56,143.517,143.525
2023-06-26 02:35:00+00:00,143.524,143.533,143.489,143.508
2023-06-26 02:40:00+00:00,143.504,143.505,143.444,143.458
2023-06-26 02:45:00+00:00,143.457,143.489,143.438,143.488
2023-06-26 02:50:00+00:00,143.489,143.512,143.437,143.493
2023-06-26 02:55:00+00:00,143.489,143.519,143.462,143.499
2023-06-26 03:00:00+00:00,143.5,143.501,143.446,143.467
2023-06-26 03:05:00+00:00,143.462,143.467,143.398,143.413
2023-06-26 03:10:00+00:00,143.411,143.424,143.387,143.405
2023-06-26 03:15:00+00:00,143.404,143.449,143.402,143.43
2023-06-26 03:20:00+00:00,143.429,143.434,143.385,143.396
2023-06-26 03:25:00+00:00,143.399,143.402,143.38,143.396
2023-06-26 03:30:00+00:00,143.399,143.431,143.395,143.404
2023-06-26 03:35:00+00:00,143.401,143.427,143.397,143.416
2023-06-26 03:40:00+00:00,143.415,143.451,143.408,143.44
2023-06-26 03:45:00+00:00,143.438,143.465,143.432,143.443
2023-06-26 03:50:00+00:00,143.439,143.476,143.437,143.441
2023-06-26 03:55:00+00:00,143.44,143.453,143.429,143.438
2023-06-26 04:00:00+00:00,143.437,143.437,143.407,143.411
2023-06-26 04:05:00+00:00,143.409,143.445,143.409,143.442
2023-06-26 04:10:00+00:00,143.44,143.442,143.412,143.416
2023-06-26 04:15:00+00:00,143.412,143.432,143.379,143.422
2023-06-26 04:20:00+00:00,143.423,143.444,143.41,143.419
2023-06-26 04:25:00+00:00,143.418,143.422,143.346,143.362
2023-06-26 04:30:00+00:00,143.363,143.422,143.331,143.399
2023-06-26 04:35:00+00:00,143.398,143.404,143.366,143.393
2023-06-26 04:40:00+00:00,143.394,143.41,143.356,143.38
2023-06-26 04:45:00+00:00,143.378,143.394,143.36,143.36
2023-06-26 04:50:00+00:00,143.365,143.402,143.351,143.386
2023-06-26 04:55:00+00:00,143.39,143.39,143.367,143.381
2023-06-26 05:00:00+00:00,143.392,143.445,143.381,143.409
2023-06-26 05:05:00+00:00,143.434,143.434,143.399,143.422
2023-06-26 05:10:00+00:00,143.419,143.425,143.365,143.38
2023-06-26 05:15:00+00:00,143.385,143.437,143.38,143.436
2023-06-26 05:20:00+00:00,143.431,143.442,143.419,143.421
2023-06-26 05:25:00+00:00,143.427,143.43,143.399,143.406
2023-06-26 05:30:00+00:00,143.407,143.418,143.397,143.406
2023-06-26 05:35:00+00:00,143.407,143.409,143.371,143.386
2023-06-26 05:40:00+00:00,143.382,143.392,143.359,143.376
2023-06-26 05:45:00+00:00,143.378,143.412,143.377,143.4
2023-06-26 05:50:00+00:00,143.399,143.405,143.358,143.368
2023-06-26 05:55:00+00:00,143.371,143.381,143.323,143.35
2023-06-26 06:00:00+00:00,143.352,143.376,143.284,143.351
2023-06-26 06:05:00+00:00,143.353,143.385,143.344,143.367
2023-06-26 06:10:00+00:00,143.363,143.387,143.358,143.385
2023-06-26 06:15:00+00:00,143.384,143.427,143.381,143.415
2023-06-26 06:20:00+00:00,143.418,143.456,143.402,143.453
2023-06-26 06:25:00+00:00,143.455,143.462,143.424,143.446
2023-06-26 06:30:00+00:00,143.447,143.472,143.437,143.463
2023-06-26 06:35:00+00:00,143.467,143.532,143.453,143.527
2023-06-26 06:40:00+00:00,143.529,143.53,143.454,143.457
2023-06-26 06:45:00+00:00,143.457,143.477,143.448,143.469
2023-06-26 06:50:00+00:00,143.472,143.512,143.466,143.49
2023-06-26 06:55:00+00:00,143.485,143.541,143.482,143.536
2023-06-26 07:00:00+00:00,143.54,143.564,143.454,143.466
2023-06-26 07:05:00+00:00,143.467,143.495,143.331,143.335
2023-06-26 07:10:00+00:00,143.334,143.337,143.186,143.232
2023-06-26 07:15:00+00:00,143.237,143.273,143.169,143.226
2023-06-26 07:20:00+00:00,143.227,143.233,143.139,143.18
2023-06-26 07:25:00+00:00,143.178,143.191,143.119,143.165
2023-06-26 07:30:00+00:00,143.165,143.203,143.046,143.049
2023-06-26 07:35:00+00:00,143.048,143.051,142.935,142.985
2023-06-26 07:40:00+00:00,142.984,143.065,142.967,143.061
2023-06-26 07:45:00+00:00,143.06,143.105,143.046,143.074
2023-06-26 07:50:00+00:00,143.075,143.146,143.069,143.132
2023-06-26 07:55:00+00:00,143.129,143.211,143.123,143.182
2023-06-26 08:00:00+00:00,143.185,143.223,143.142,143.19
2023-06-26 08:05:00+00:00,143.188,143.204,143.082,143.129
2023-06-26 08:10:00+00:00,143.127,143.178,143.114,143.155
2023-06-26 08:15:00+00:00,143.151,143.18,143.09,143.178
2023-06-26 08:20:00+00:00,143.179,143.185,143.13,143.151
2023-06-26 08:25:00+00:00,143.152,143.171,143.066,143.069
2023-06-26 08:30:00+00:00,143.065,143.09,143.0,143.078
2023-06-26 08:35:00+00:00,143.079,143.166,143.072,143.159
2023-06-26 08:40:00+00:00,143.16,143.163,143.085,143.087
2023-06-26 08:45:00+00:00,143.086,143.15,143.048,143.059
2023-06-26 08:50:00+00:00,143.059,143.091,143.04,143.089
2023-06-26 08:55:00+00:00,143.086,143.153,143.086,143.148
2023-06-26 09:00:00+00:00,143.149,143.193,143.146,143.155
2023-06-26 09:05:00+00:00,143.154,143.195,143.15,143.158
2023-06-26 09:10:00+00:00,143.157,143.18,143.128,143.14
2023-06-26 09:15:00+00:00,143.143,143.175,143.12,143.129
2023-06-26 09:20:00+00:00,143.128,143.135,143.083,143.135
2023-06-26 09:25:00+00:00,143.139,143.162,143.087,143.133
2023-06-26 09:30:00+00:00,143.134,143.165,143.12,143.162
2023-06-26 09:35:00+00:00,143.16,143.223,143.12,143.177
2023-06-26 09:40:00+00:00,143.18,143.197,143.132,143.149
2023-06-26 09:45:00+00:00,143.15,143.195,143.136,143.179
2023-06-26 09:50:00+00:00,143.178,143.218,143.169,143.206
2023-06-26 09:55:00+00:00,143.204,143.244,143.2,143.227
2023-06-26 10:00:00+00:00,143.228,143.248,143.196,143.207
2023-06-26 10:05:00+00:00,143.21,143.24,143.123,143.137
2023-06-26 10:10:00+00:00,143.138,143.15,143.06,143.097
