,open,high,low,close
2024-01-21 22:00:00+00:00,148.257,148.257,148.257,148.257
2024-01-21 22:05:00+00:00,148.097,148.097,148.097,148.097
2024-01-21 22:15:00+00:00,148.24,148.24,148.23,148.234
2024-01-21 22:20:00+00:00,148.246,148.246,148.228,148.244
2024-01-21 22:25:00+00:00,148.238,148.238,148.226,148.227
2024-01-21 22:30:00+00:00,148.175,148.194,148.175,148.194
2024-01-21 22:55:00+00:00,148.17,148.17,148.17,148.17
2024-01-21 23:00:00+00:00,148.231,148.254,148.153,148.162
2024-01-21 23:05:00+00:00,148.162,148.219,148.153,148.175
2024-01-21 23:10:00+00:00,148.176,148.177,148.139,148.151
2024-01-21 23:15:00+00:00,148.151,148.153,148.075,148.09
2024-01-21 23:20:00+00:00,148.089,148.099,148.077,148.092
2024-01-21 23:25:00+00:00,148.087,148.141,148.087,148.111
2024-01-21 23:30:00+00:00,148.112,148.131,148.102,148.121
2024-01-21 23:35:00+00:00,148.121,148.156,148.111,148.146
2024-01-21 23:40:00+00:00,148.147,148.187,148.123,148.168
2024-01-21 23:45:00+00:00,148.169,148.181,148.133,148.157
2024-01-21 23:50:00+00:00,148.157,148.158,148.117,148.125
2024-01-21 23:55:00+00:00,148.128,148.141,148.114,148.121
2024-01-22 00:00:00+00:00,148.123,148.143,148.055,148.093
2024-01-22 00:05:00+00:00,148.094,148.102,148.005,148.012
2024-01-22 00:10:00+00:00,148.016,148.085,148.015,148.084
2024-01-22 00:15:00+00:00,148.083,148.123,148.075,148.097
2024-01-22 00:20:00+00:00,148.101,148.169,148.093,148.162
2024-01-22 00:25:00+00:00,148.16,148.228,148.157,148.2
2024-01-22 00:30:00+00:00,148.198,148.203,148.137,148.139
2024-01-22 00:35:00+00:00,148.138,148.163,148.09,148.107
2024-01-22 00:40:00+00:00,148.105,148.106,148.036,148.04
2024-01-22 00:45:00+00:00,148.041,148.075,148.025,148.036
2024-01-22 00:50:00+00:00,148.031,148.142,148.031,148.134
2024-01-22 00:55:00+00:00,148.126,148.131,148.054,148.086
2024-01-22 01:00:00+00:00,148.083,148.101,147.977,147.981
2024-01-22 01:05:00+00:00,147.992,148.002,147.907,147.922
2024-01-22 01:10:00+00:00,147.917,147.948,147.882,147.884
2024-01-22 01:15:00+00:00,147.888,147.898,147.818,147.879
2024-01-22 01:20:00+00:00,147.873,147.925,147.851,147.911
2024-01-22 01:25:00+00:00,147.918,147.951,147.902,147.923
2024-01-22 01:30:00+00:00,147.923,147.949,147.834,147.88
2024-01-22 01:35:00+00:00,147.887,147.907,147.782,147.806
2024-01-22 01:40:00+00:00,147.802,147.844,147.774,147.798
2024-01-22 01:45:00+00:00,147.797,147.861,147.779,147.815
2024-01-22 01:50:00+00:00,147.818,147.858,147.796,147.831
2024-01-22 01:55:00+00:00,147.84,147.885,147.832,147.859
2024-01-22 02:00:00+00:00,147.85,147.927,147.841,147.902
2024-01-22 02:05:00+00:00,147.91,147.91,147.871,147.883
2024-01-22 02:10:00+00:00,147.882,147.932,147.859,147.863
2024-01-22 02:15:00+00:00,147.869,147.906,147.84,147.861
2024-01-22 02:20:00+00:00,147.862,147.945,147.846,147.9
2024-01-22 02:25:00+00:00,147.904,147.931,147.895,147.907
2024-01-22 02:30:00+00:00,147.906,147.968,147.857,147.876
2024-01-22 02:35:00+00:00,147.881,147.891,147.837,147.837
2024-01-22 02:40:00+00:00,147.839,147.846,147.76,147.807
2024-01-22 02:45:00+00:00,147.808,147.82,147.744,147.769
2024-01-22 02:50:00+00:00,147.775,147.784,147.736,147.758
2024-01-22 02:55:00+00:00,147.757,147.774,147.729,147.743
2024-01-22 03:00:00+00:00,147.749,147.829,147.738,147.817
2024-01-22 03:05:00+00:00,147.816,147.846,147.797,147.827
2024-01-22 03:10:00+00:00,147.828,147.882,147.815,147.872
2024-01-22 03:15:00+00:00,147.876,147.891,147.853,147.861
2024-01-22 03:20:00+00:00,147.862,147.927,147.852,147.894
2024-01-22 03:25:00+00:00,147.895,147.913,147.862,147.895
2024-01-22 03:30:00+00:00,147.896,147.902,147.858,147.893
2024-01-22 03:35:00+00:00,147.895,147.926,147.867,147.899
2024-01-22 03:40:00+00:00,147.904,147.951,147.888,147.925
2024-01-22 03:45:00+00:00,147.927,147.931,147.903,147.922
2024-01-22 03:50:00+00:00,147.926,147.936,147.911,147.919
2024-01-22 03:55:00+00:00,147.92,147.926,147.882,147.918
2024-01-22 04:00:00+00:00,147.916,147.938,147.904,147.928
2024-01-22 04:05:00+00:00,147.929,147.939,147.892,147.903
2024-01-22 04:10:00+00:00,147.905,147.919,147.89,147.896
2024-01-22 04:15:00+00:00,147.892,147.915,147.879,147.903
2024-01-22 04:20:00+00:00,147.898,147.906,147.853,147.859
2024-01-22 04:25:00+00:00,147.862,147.897,147.848,147.892
2024-01-22 04:30:00+00:00,147.893,147.915,147.881,147.885
2024-01-22 04:35:00+00:00,147.886,147.893,147.842,147.871
2024-01-22 04:40:00+00:00,147.873,147.898,147.86,147.883
2024-01-22 04:45:00+00:00,147.881,147.893,147.845,147.864
2024-01-22 04:50:00+00:00,147.863,147.864,147.835,147.853
2024-01-22 04:55:00+00:00,147.852,147.876,147.83,147.843
2024-01-22 05:00:00+00:00,147.842,147.881,147.83,147.875
2024-01-22 05:05:00+00:00,147.875,147.909,147.857,147.896
2024-01-22 05:10:00+00:00,147.896,147.909,147.867,147.882
2024-01-22 05:15:00+00:00,147.881,147.938,147.87,147.922
2024-01-22 05:20:00+00:00,147.919,148.033,147.916,148.0
2024-01-22 05:25:00+00:00,148.0,148.061,147.998,148.016
2024-01-22 05:30:00+00:00,148.017,148.077,148.014,148.031
2024-01-22 05:35:00+00:00,148.029,148.092,148.016,148.088
2024-01-22 05:40:00+00:00,148.089,148.108,148.051,148.077
2024-01-22 05:45:00+00:00,148.073,148.122,148.073,148.109
