,strat_id,instrument,open_time,open_price,close_time,close_price,dir,size,PnL,account_balance(t)
703W9Q,2,C:USDJPY,2022-05-27 00:35:00+00:00,126.94282634999999,2022-05-31 00:10:00+00:00,128,-1,1,-1.05717365000001,98.94282634999999
R4JXAN,2,C:USDJPY,2022-05-27 00:55:00+00:00,127.003175,2022-05-31 00:10:00+00:00,128,1,1,0.9968250000000012,99.93965134999999
07KW1J,2,C:USDJPY,2022-05-27 01:10:00+00:00,127.06217647499999,2022-05-31 00:10:00+00:00,128,1,1,0.9378235250000131,100.877474875
I1IIGE,2,C:USDJPY,2022-05-27 01:30:00+00:00,126.98282535,2022-05-31 00:10:00+00:00,128,-1,1,-1.0171746500000012,99.860300225
J866PE,2,C:USDJPY,2022-05-27 06:45:00+00:00,127.01317525,2022-05-31 00:10:00+00:00,128,1,1,0.9868247499999967,100.847124975
UT4BZE,2,C:USDJPY,2022-05-27 06:50:00+00:00,126.989825175,2022-05-31 00:10:00+00:00,128,-1,1,-1.010174825000007,99.83695014999999
Z490DP,2,C:USDJPY,2022-05-27 06:55:00+00:00,127.01617532499999,2022-05-31 00:10:00+00:00,128,1,1,0.9838246750000081,100.820774825
E2MAFD,2,C:USDJPY,2022-05-27 11:05:00+00:00,126.967825725,2022-05-31 00:10:00+00:00,128,-1,1,-1.0321742750000027,99.78860055
IQ7VCB,2,C:USDJPY,2022-05-27 12:40:00+00:00,127.036175825,2022-05-31 00:10:00+00:00,128,1,1,0.9638241749999992,100.752424725
7LSO8C,2,C:USDJPY,2022-05-27 13:00:00+00:00,126.99082514999999,2022-05-31 00:10:00+00:00,128,-1,1,-1.009174850000008,99.74324987499999
R0QFC8,2,C:USDJPY,2022-05-27 13:35:00+00:00,127.004175025,2022-05-31 00:10:00+00:00,128,1,1,0.995824975000005,100.73907485
WVC08W,2,C:USDJPY,2022-05-27 13:40:00+00:00,126.95082614999998,2022-05-31 00:10:00+00:00,128,-1,1,-1.0491738500000167,99.68990099999998
BBMBTE,2,C:USDJPY,2022-05-27 14:50:00+00:00,127.043176,2022-05-31 00:10:00+00:00,128,1,1,0.9568239999999975,100.64672499999998
8331T1,2,C:USDJPY,2022-05-30 01:40:00+00:00,126.9288267,2022-05-31 00:10:00+00:00,128,-1,1,-1.071173299999998,99.57555169999998
REXB2Y,2,C:USDJPY,2022-05-30 02:40:00+00:00,127.008175125,2022-05-31 00:10:00+00:00,128,1,1,0.991824875000006,100.56737657499998
VIMDNH,2,C:USDJPY,2022-05-30 02:45:00+00:00,126.96282584999999,2022-05-31 00:10:00+00:00,128,-1,1,-1.0371741500000127,99.53020242499997
5HJGK3,2,C:USDJPY,2022-05-30 03:15:00+00:00,127.02117544999999,2022-05-31 00:10:00+00:00,128,1,1,0.978824550000013,100.50902697499998
YSO8O4,2,C:USDJPY,2022-05-30 03:35:00+00:00,126.99082514999999,2022-05-31 00:10:00+00:00,128,-1,1,-1.009174850000008,99.49985212499998
